
time,wx,wy,wz,ax,ay,az,
3.122,-7.57,1.56,4.10,-4.91,-5.06,-2.55,
3.127,-7.53,1.50,4.31,-4.91,-5.06,-2.55,
3.128,-7.53,1.50,4.31,-6.19,-4.96,-2.01,
3.141,-7.45,1.43,4.57,-6.19,-4.96,-2.01,
3.15,-7.45,1.43,4.57,-6.90,-4.86,-1.45,
3.151,-7.34,1.33,4.83,-6.90,-4.86,-1.45,
3.151,-7.34,1.33,4.83,-6.88,-4.70,-0.77,
3.152,-7.20,1.20,5.08,-6.88,-4.70,-0.77,
3.152,-7.20,1.20,5.08,-6.09,-4.53,-0.28,
3.177,-7.01,1.08,5.27,-6.09,-4.53,-0.28,
3.177,-6.80,0.99,5.40,-6.09,-4.53,-0.28,
3.178,-6.80,0.99,5.40,-4.70,-4.51,0.28,
3.178,-6.80,0.99,5.40,-3.63,-4.35,0.25,
3.178,-6.57,0.94,5.46,-3.63,-4.35,0.25,
3.179,-6.57,0.94,5.46,-2.31,-4.21,0.12,
3.179,-6.34,0.91,5.47,-2.31,-4.21,0.12,
3.18,-6.34,0.91,5.47,-0.83,-4.19,0.02,
3.18,-6.11,0.92,5.41,-0.83,-4.19,0.02,
3.181,-6.11,0.92,5.41,0.51,-4.19,-0.05,
3.181,-5.89,0.94,5.30,0.51,-4.19,-0.05,
3.181,-5.89,0.94,5.30,1.25,-4.00,-0.09,
3.181,-5.89,0.94,5.30,1.48,-3.66,-0.13,
3.182,-5.68,0.96,5.14,1.48,-3.66,-0.13,
3.182,-5.49,0.96,4.96,1.48,-3.66,-0.13,
3.183,-5.49,0.96,4.96,1.56,-3.08,0.13,
3.183,-5.49,0.96,4.96,1.63,-2.50,0.27,
3.184,-5.32,0.88,4.77,1.63,-2.50,0.27,
3.188,-5.16,0.72,4.57,1.63,-2.50,0.27,
3.19,-5.16,0.72,4.57,1.76,-1.99,0.25,
3.195,-5.04,0.49,4.37,1.76,-1.99,0.25,
3.195,-5.04,0.49,4.37,1.96,-1.68,-0.27,
3.199,-5.04,0.49,4.37,2.12,-1.73,-1.24,
3.2,-4.98,0.26,4.16,2.12,-1.73,-1.24,
3.203,-4.98,0.26,4.16,2.24,-2.11,-2.41,
3.203,-4.97,0.09,3.92,2.24,-2.11,-2.41,
3.208,-5.03,-0.02,3.67,2.24,-2.11,-2.41,
3.208,-5.03,-0.02,3.67,2.27,-2.68,-3.35,
3.213,-5.03,-0.02,3.67,2.11,-3.25,-3.80,
3.213,-5.13,-0.10,3.41,2.11,-3.25,-3.80,
3.218,-5.28,-0.22,3.16,2.11,-3.25,-3.80,
3.219,-5.28,-0.22,3.16,1.86,-3.65,-4.08,
3.223,-5.45,-0.41,2.94,1.86,-3.65,-4.08,
3.223,-5.45,-0.41,2.94,1.54,-3.83,-4.40,
3.227,-5.65,-0.66,2.76,1.54,-3.83,-4.40,
3.227,-5.65,-0.66,2.76,1.25,-4.01,-4.53,
3.232,-5.65,-0.66,2.76,1.05,-4.16,-4.58,
3.232,-5.88,-0.95,2.63,1.05,-4.16,-4.58,
3.237,-6.13,-1.26,2.53,1.05,-4.16,-4.58,
3.237,-6.13,-1.26,2.53,1.19,-4.37,-4.56,
3.241,-6.40,-1.58,2.46,1.19,-4.37,-4.56,
3.242,-6.40,-1.58,2.46,1.53,-4.58,-4.58,
3.248,-6.40,-1.58,2.46,2.01,-4.98,-4.76,
3.249,-6.70,-1.85,2.40,2.01,-4.98,-4.76,
3.254,-7.03,-2.06,2.33,2.01,-4.98,-4.76,
3.256,-7.03,-2.06,2.33,2.45,-5.55,-5.00,
3.257,-7.03,-2.06,2.33,3.00,-6.03,-6.44,
3.257,-7.42,-2.20,2.27,3.00,-6.03,-6.44,
3.262,-7.86,-2.11,2.20,3.00,-6.03,-6.44,
3.262,-7.86,-2.11,2.20,3.72,-6.57,-6.46,
3.266,-7.86,-2.11,2.20,3.55,-6.28,-4.80,
3.267,-8.24,-1.51,2.11,3.55,-6.28,-4.80,
3.271,-8.49,-0.52,2.00,3.55,-6.28,-4.80,
3.272,-8.49,-0.52,2.00,3.23,-5.55,-1.87,
3.276,-8.57,0.58,1.88,3.23,-5.55,-1.87,
3.276,-8.57,0.58,1.88,2.26,-5.13,3.56,
3.281,-8.44,1.43,1.80,2.26,-5.13,3.56,
3.282,-8.44,1.43,1.80,1.42,-4.98,11.96,
3.285,-8.44,1.43,1.80,1.20,-4.98,20.57,
3.286,-8.08,1.58,1.78,1.20,-4.98,20.57,
3.29,-8.08,1.58,1.78,0.87,-4.70,22.03,
3.29,-7.52,1.00,1.83,0.87,-4.70,22.03,
3.295,-6.85,0.35,1.96,0.87,-4.70,22.03,
3.296,-6.85,0.35,1.96,-0.20,-4.27,17.96,
3.3,-6.12,0.07,2.20,-0.20,-4.27,17.96,
3.301,-6.12,0.07,2.20,-1.69,-3.87,14.79,
3.305,-5.34,0.04,2.56,-1.69,-3.87,14.79,
3.305,-5.34,0.04,2.56,-2.87,-3.73,13.60,
3.309,-4.55,0.13,2.98,-2.87,-3.73,13.60,
3.31,-4.55,0.13,2.98,-3.23,-3.78,13.19,
3.314,-3.78,0.25,3.38,-3.23,-3.78,13.19,
3.315,-3.78,0.25,3.38,-2.65,-3.85,13.39,
3.319,-3.78,0.25,3.38,-1.52,-3.78,14.01,
3.32,-3.07,0.32,3.71,-1.52,-3.78,14.01,
3.324,-2.41,0.23,3.93,-1.52,-3.78,14.01,
3.324,-2.41,0.23,3.93,-0.33,-3.73,14.21,
3.331,-1.80,0.02,4.05,-0.33,-3.73,14.21,
3.332,-1.80,0.02,4.05,0.80,-3.90,13.62,
3.336,-1.24,-0.18,4.05,0.80,-3.90,13.62,
3.336,-1.24,-0.18,4.05,2.16,-4.11,12.63,
3.347,-0.72,-0.35,3.91,2.16,-4.11,12.63,
3.347,-0.72,-0.35,3.91,3.61,-4.27,11.40,
3.35,-0.24,-0.49,3.64,3.61,-4.27,11.40,
3.351,-0.24,-0.49,3.64,4.99,-4.37,9.93,
3.351,0.19,-0.58,3.25,4.99,-4.37,9.93,
3.351,0.19,-0.58,3.25,6.12,-4.41,8.44,
3.356,0.19,-0.58,3.25,6.85,-4.28,6.99,
3.357,0.55,-0.65,2.78,6.85,-4.28,6.99,
3.358,0.55,-0.65,2.78,7.44,-4.06,5.58,
3.359,0.82,-0.70,2.27,7.44,-4.06,5.58,
3.378,0.82,-0.70,2.27,7.86,-3.71,4.61,
3.379,1.00,-0.73,1.76,7.86,-3.71,4.61,
3.379,1.11,-0.75,1.28,7.86,-3.71,4.61,
3.379,1.16,-0.78,0.83,7.86,-3.71,4.61,
3.38,1.16,-0.78,0.83,7.88,-3.40,3.92,
3.38,1.16,-0.78,0.83,7.34,-3.22,3.47,
3.38,1.17,-0.80,0.45,7.34,-3.22,3.47,
3.381,1.17,-0.80,0.45,6.29,-3.18,2.77,
3.382,1.13,-0.79,0.15,6.29,-3.18,2.77,
3.383,1.13,-0.79,0.15,4.94,-3.21,2.03,
3.406,1.13,-0.79,0.15,3.63,-3.32,1.45,
3.406,1.07,-0.74,-0.06,3.63,-3.32,1.45,
3.407,1.00,-0.64,-0.20,3.63,-3.32,1.45,
3.407,1.00,-0.64,-0.20,2.33,-3.46,1.01,
3.408,1.00,-0.64,-0.20,1.10,-3.57,0.73,
3.408,0.91,-0.50,-0.26,1.10,-3.57,0.73,
3.408,0.82,-0.31,-0.27,1.10,-3.57,0.73,
3.409,0.82,-0.31,-0.27,0.04,-3.62,0.51,
3.409,0.74,-0.11,-0.22,0.04,-3.62,0.51,
3.409,0.74,-0.11,-0.22,-0.77,-3.65,0.42,
3.412,0.74,-0.11,-0.22,-1.39,-3.53,0.56,
3.412,0.67,0.10,-0.15,-1.39,-3.53,0.56,
3.416,0.62,0.29,-0.05,-1.39,-3.53,0.56,
3.416,0.62,0.29,-0.05,-0.97,-3.32,0.62,
3.424,0.62,0.29,-0.05,-0.70,-3.19,0.96,
3.424,0.58,0.44,0.03,-0.70,-3.19,0.96,
3.427,0.57,0.61,0.09,-0.70,-3.19,0.96,
3.428,0.57,0.61,0.09,-1.22,-2.87,1.67,
3.431,0.57,0.61,0.09,-1.87,-2.28,1.58,
3.432,0.60,0.77,0.14,-1.87,-2.28,1.58,
3.436,0.60,0.77,0.14,-2.62,-1.39,0.95,
3.436,0.63,0.91,0.18,-2.62,-1.39,0.95,
3.441,0.63,0.91,0.18,-3.13,-0.49,0.66,
3.441,0.68,1.05,0.23,-3.13,-0.49,0.66,
3.446,0.73,1.18,0.30,-3.13,-0.49,0.66,
3.446,0.73,1.18,0.30,-3.35,0.22,0.55,
3.451,0.78,1.27,0.37,-3.35,0.22,0.55,
3.451,0.78,1.27,0.37,-3.31,0.70,0.58,
3.455,0.83,1.30,0.44,-3.31,0.70,0.58,
3.455,0.83,1.30,0.44,-3.09,0.89,0.68,
3.46,0.89,1.26,0.51,-3.09,0.89,0.68,
3.46,0.89,1.26,0.51,-2.97,0.91,0.93,
3.465,0.93,1.11,0.58,-2.97,0.91,0.93,
3.465,0.93,1.11,0.58,-2.98,0.77,1.41,
3.47,0.97,0.84,0.65,-2.98,0.77,1.41,
3.47,0.97,0.84,0.65,-2.82,0.64,1.67,
3.478,1.00,0.49,0.71,-2.82,0.64,1.67,
3.478,1.00,0.49,0.71,-2.61,0.54,1.61,
3.48,1.02,0.13,0.76,-2.61,0.54,1.61,
3.48,1.02,0.13,0.76,-2.40,0.60,1.13,
3.493,1.03,-0.18,0.79,-2.40,0.60,1.13,
3.494,1.03,-0.18,0.79,-2.08,0.64,0.85,
3.494,1.03,-0.18,0.79,-1.89,0.71,0.50,
3.494,1.02,-0.44,0.81,-1.89,0.71,0.50,
3.494,1.01,-0.63,0.81,-1.89,0.71,0.50,
3.494,1.01,-0.63,0.81,-1.71,0.77,0.26,
3.501,1.00,-0.77,0.79,-1.71,0.77,0.26,
3.501,1.00,-0.77,0.79,-1.64,0.80,-0.01,
3.504,1.00,-0.77,0.79,-1.64,0.79,-0.15,
3.504,0.98,-0.82,0.76,-1.64,0.79,-0.15,
3.509,0.96,-0.80,0.73,-1.64,0.79,-0.15,
3.51,0.96,-0.80,0.73,-1.49,0.65,-0.09,
3.514,0.96,-0.80,0.73,-1.64,0.49,0.03,
3.515,0.94,-0.74,0.71,-1.64,0.49,0.03,
3.518,0.92,-0.64,0.71,-1.64,0.49,0.03,
3.519,0.92,-0.64,0.71,-1.95,0.31,0.19,
3.524,0.91,-0.53,0.75,-1.95,0.31,0.19,
3.525,0.91,-0.53,0.75,-2.13,0.09,0.23,
3.528,0.89,-0.40,0.79,-2.13,0.09,0.23,
3.528,0.89,-0.40,0.79,-2.10,-0.11,0.06,
3.533,0.86,-0.26,0.85,-2.10,-0.11,0.06,
3.534,0.86,-0.26,0.85,-2.06,-0.41,-0.01,
3.538,0.83,-0.12,0.92,-2.06,-0.41,-0.01,
3.538,0.83,-0.12,0.92,-1.98,-0.74,-0.06,
3.543,0.78,-0.01,0.98,-1.98,-0.74,-0.06,
3.543,0.78,-0.01,0.98,-1.86,-1.10,-0.11,
3.547,0.69,0.07,1.06,-1.86,-1.10,-0.11,
3.548,0.69,0.07,1.06,-1.75,-1.47,-0.13,
3.553,0.59,0.10,1.15,-1.75,-1.47,-0.13,
3.553,0.59,0.10,1.15,-1.63,-1.75,-0.13,
3.557,0.59,0.10,1.15,-1.35,-1.93,-0.12,
3.557,0.47,0.09,1.24,-1.35,-1.93,-0.12,
3.565,0.35,0.06,1.31,-1.35,-1.93,-0.12,
3.565,0.35,0.06,1.31,-0.84,-2.03,-0.05,
3.567,0.23,-0.00,1.37,-0.84,-2.03,-0.05,
3.567,0.23,-0.00,1.37,-0.14,-2.09,0.23,
3.572,0.12,-0.07,1.39,-0.14,-2.09,0.23,
3.572,0.12,-0.07,1.39,0.77,-2.16,0.67,
3.577,0.04,-0.16,1.38,0.77,-2.16,0.67,
3.577,0.04,-0.16,1.38,1.64,-2.12,1.08,
3.582,0.04,-0.16,1.38,2.50,-2.06,1.39,
3.583,-0.03,-0.23,1.32,2.50,-2.06,1.39,
3.587,-0.06,-0.27,1.22,2.50,-2.06,1.39,
3.587,-0.06,-0.27,1.22,3.27,-2.03,1.82,
3.592,-0.06,-0.25,1.08,3.27,-2.03,1.82,
3.592,-0.06,-0.25,1.08,3.82,-2.01,2.17,
3.597,-0.04,-0.19,0.92,3.82,-2.01,2.17,
3.597,-0.04,-0.19,0.92,4.10,-2.06,2.25,
3.601,-0.01,-0.06,0.75,4.10,-2.06,2.25,
3.601,-0.01,-0.06,0.75,4.07,-2.20,2.03,
3.606,0.03,0.12,0.58,4.07,-2.20,2.03,
3.606,0.03,0.12,0.58,3.78,-2.39,1.67,
3.611,0.05,0.34,0.45,3.78,-2.39,1.67,
3.611,0.05,0.34,0.45,3.25,-2.59,1.35,
3.615,0.07,0.58,0.36,3.25,-2.59,1.35,
3.616,0.07,0.58,0.36,2.57,-2.77,1.15,
3.62,0.07,0.83,0.31,2.57,-2.77,1.15,
3.621,0.07,0.83,0.31,2.05,-2.78,0.93,
3.625,0.08,1.09,0.28,2.05,-2.78,0.93,
3.625,0.08,1.09,0.28,1.55,-2.54,0.72,
3.647,0.08,1.35,0.28,1.55,-2.54,0.72,
3.647,0.08,1.35,0.28,0.87,-2.20,0.43,
3.647,0.10,1.58,0.31,0.87,-2.20,0.43,
3.648,0.10,1.58,0.31,0.14,-1.79,0.10,
3.648,0.13,1.76,0.38,0.14,-1.79,0.10,
3.648,0.13,1.76,0.38,-0.64,-1.43,0.04,
3.649,0.13,1.76,0.38,-1.23,-1.16,0.36,
3.649,0.14,1.84,0.49,-1.23,-1.16,0.36,
3.649,0.14,1.76,0.61,-1.23,-1.16,0.36,
3.65,0.14,1.76,0.61,-1.28,-0.98,0.90,
3.655,0.14,1.76,0.61,-0.65,-0.83,1.11,
3.655,0.12,1.51,0.73,-0.65,-0.83,1.11,
3.659,0.11,1.19,0.82,-0.65,-0.83,1.11,
3.66,0.11,1.19,0.82,0.54,-0.74,0.78,
3.665,0.12,0.88,0.86,0.54,-0.74,0.78,
3.666,0.12,0.88,0.86,1.61,-0.61,0.18,
3.67,0.15,0.66,0.86,1.61,-0.61,0.18,
3.671,0.15,0.66,0.86,2.26,-0.41,-0.27,
3.674,0.20,0.51,0.82,2.26,-0.41,-0.27,
3.675,0.20,0.51,0.82,2.61,-0.11,-0.28,
3.679,0.26,0.39,0.76,2.61,-0.11,-0.28,
3.68,0.26,0.39,0.76,2.52,0.29,0.04,
3.684,0.31,0.27,0.69,2.52,0.29,0.04,
3.684,0.31,0.27,0.69,2.43,0.63,0.40,
3.688,0.36,0.13,0.60,2.43,0.63,0.40,
3.689,0.36,0.13,0.60,2.63,0.75,0.64,
3.693,0.41,0.00,0.48,2.63,0.75,0.64,
3.694,0.41,0.00,0.48,2.88,0.76,0.79,
3.698,0.46,-0.07,0.35,2.88,0.76,0.79,
3.698,0.46,-0.07,0.35,3.11,0.63,0.79,
3.703,0.53,-0.06,0.21,3.11,0.63,0.79,
3.704,0.53,-0.06,0.21,3.18,0.40,0.82,
3.708,0.53,-0.06,0.21,2.94,0.15,0.93,
3.708,0.59,0.01,0.07,2.94,0.15,0.93,
3.712,0.66,0.11,-0.06,2.94,0.15,0.93,
3.713,0.66,0.11,-0.06,2.47,-0.13,1.06,
3.718,0.72,0.22,-0.17,2.47,-0.13,1.06,
3.719,0.72,0.22,-0.17,2.01,-0.49,0.88,
3.722,0.72,0.22,-0.17,1.67,-0.87,0.47,
3.723,0.78,0.36,-0.25,1.67,-0.87,0.47,
3.727,0.85,0.54,-0.29,1.67,-0.87,0.47,
3.727,0.85,0.54,-0.29,1.44,-1.26,0.25,
3.733,0.85,0.54,-0.29,1.19,-1.62,0.17,
3.733,0.92,0.72,-0.30,1.19,-1.62,0.17,
3.737,1.00,0.86,-0.28,1.19,-1.62,0.17,
3.737,1.00,0.86,-0.28,0.90,-1.87,0.24,
3.742,1.00,0.86,-0.28,0.73,-2.05,0.37,
3.743,1.06,0.93,-0.23,0.73,-2.05,0.37,
3.748,1.06,0.93,-0.23,0.66,-2.05,0.70,
3.748,1.12,0.93,-0.17,0.66,-2.05,0.70,
3.752,1.12,0.93,-0.17,0.77,-1.95,0.99,
3.752,1.18,0.83,-0.10,0.77,-1.95,0.99,
3.757,1.18,0.83,-0.10,0.88,-1.76,1.17,
3.757,1.24,0.68,-0.04,0.88,-1.76,1.17,
3.761,1.31,0.52,0.00,0.88,-1.76,1.17,
3.762,1.31,0.52,0.00,1.01,-1.43,1.38,
3.767,1.31,0.52,0.00,1.04,-1.02,1.71,
3.768,1.39,0.36,0.02,1.04,-1.02,1.71,
3.771,1.49,0.21,0.02,1.04,-1.02,1.71,
3.771,1.49,0.21,0.02,1.12,-0.58,2.14,
3.775,1.49,0.21,0.02,1.30,-0.21,2.39,
3.776,1.61,0.07,-0.00,1.30,-0.21,2.39,
3.785,1.74,-0.03,-0.05,1.30,-0.21,2.39,
3.79,1.74,-0.03,-0.05,1.59,0.11,2.42,
3.791,1.74,-0.03,-0.05,1.85,0.31,2.27,
3.791,1.89,-0.09,-0.13,1.85,0.31,2.27,
3.791,2.05,-0.10,-0.23,1.85,0.31,2.27,
3.791,2.05,-0.10,-0.23,2.02,0.32,2.12,
3.796,2.05,-0.10,-0.23,2.09,0.15,1.99,
3.796,2.22,-0.06,-0.33,2.09,0.15,1.99,
3.809,2.22,-0.06,-0.33,2.00,-0.04,1.97,
3.81,2.40,0.01,-0.45,2.00,-0.04,1.97,
3.811,2.58,0.10,-0.56,2.00,-0.04,1.97,
3.811,2.58,0.10,-0.56,1.92,-0.27,1.85,
3.811,2.58,0.10,-0.56,1.91,-0.57,1.71,
3.812,2.77,0.21,-0.67,1.91,-0.57,1.71,
3.819,2.77,0.21,-0.67,1.84,-0.67,1.37,
3.82,2.95,0.31,-0.77,1.84,-0.67,1.37,
3.82,2.95,0.31,-0.77,1.70,-0.33,0.42,
3.82,3.10,0.43,-0.85,1.70,-0.33,0.42,
3.826,3.10,0.43,-0.85,1.42,0.09,0.31,
3.826,3.18,0.61,-0.89,1.42,0.09,0.31,
3.831,3.18,0.61,-0.89,0.93,0.38,0.98,
3.831,3.21,0.72,-0.88,0.93,0.38,0.98,
3.834,3.21,0.72,-0.88,0.31,0.55,0.94,
3.834,3.20,0.71,-0.87,0.31,0.55,0.94,
3.839,3.20,0.71,-0.87,-0.10,0.59,0.07,
3.839,3.15,0.62,-0.83,-0.10,0.59,0.07,
3.844,3.06,0.55,-0.75,-0.10,0.59,0.07,
3.844,3.06,0.55,-0.75,0.10,0.25,-1.37,
3.848,2.92,0.58,-0.72,0.10,0.25,-1.37,
3.849,2.92,0.58,-0.72,1.12,0.19,-3.32,
3.853,2.92,0.58,-0.72,1.48,0.82,-3.41,
3.854,2.69,0.76,-0.77,1.48,0.82,-3.41,
3.858,2.41,0.91,-0.84,1.48,0.82,-3.41,
3.858,2.41,0.91,-0.84,0.97,1.37,-2.00,
3.863,2.41,0.91,-0.84,0.28,1.80,-1.00,
3.864,2.11,0.92,-0.85,0.28,1.80,-1.00,
3.868,1.80,0.83,-0.79,0.28,1.80,-1.00,
3.868,1.80,0.83,-0.79,-0.28,2.01,-0.18,
3.891,1.80,0.83,-0.79,-0.65,2.03,-0.08,
3.891,1.50,0.65,-0.68,-0.65,2.03,-0.08,
3.891,1.21,0.49,-0.53,-0.65,2.03,-0.08,
3.892,1.21,0.49,-0.53,-0.56,2.01,-0.35,
3.892,1.21,0.49,-0.53,-0.23,1.96,-0.53,
3.892,0.94,0.39,-0.38,-0.23,1.96,-0.53,
3.893,0.72,0.34,-0.25,-0.23,1.96,-0.53,
3.893,0.72,0.34,-0.25,0.14,1.93,-0.59,
3.893,0.72,0.34,-0.25,0.38,1.91,-0.69,
3.893,0.53,0.36,-0.15,0.38,1.91,-0.69,
3.897,0.38,0.42,-0.06,0.38,1.91,-0.69,
3.898,0.38,0.42,-0.06,0.40,1.88,-0.79,
3.902,0.38,0.42,-0.06,0.23,1.85,-0.86,
3.902,0.26,0.52,-0.00,0.23,1.85,-0.86,
3.907,0.26,0.52,-0.00,0.12,1.65,-0.89,
3.907,0.16,0.65,0.05,0.12,1.65,-0.89,
3.916,0.09,0.79,0.09,0.12,1.65,-0.89,
3.916,0.09,0.79,0.09,-0.11,1.43,-0.92,
3.917,0.05,0.97,0.12,-0.11,1.43,-0.92,
3.917,0.05,0.97,0.12,-0.09,1.13,-0.80,
3.922,0.04,1.16,0.15,-0.09,1.13,-0.80,
3.922,0.04,1.16,0.15,-0.03,0.82,-0.58,
3.926,0.06,1.32,0.18,-0.03,0.82,-0.58,
3.927,0.06,1.32,0.18,-0.18,0.61,-0.33,
3.933,0.09,1.42,0.20,-0.18,0.61,-0.33,
3.934,0.09,1.42,0.20,-0.23,0.33,-0.23,
3.936,0.09,1.42,0.20,-0.44,0.18,-0.16,
3.936,0.12,1.48,0.23,-0.44,0.18,-0.16,
3.942,0.12,1.48,0.23,-0.50,0.05,-0.05,
3.942,0.16,1.49,0.26,-0.50,0.05,-0.05,
3.946,0.21,1.46,0.29,-0.50,0.05,-0.05,
3.946,0.21,1.46,0.29,-0.48,0.01,-0.06,
3.951,0.21,1.46,0.29,-0.29,-0.15,-0.08,
3.953,0.25,1.40,0.32,-0.29,-0.15,-0.08,
3.956,0.29,1.31,0.33,-0.29,-0.15,-0.08,
3.956,0.29,1.31,0.33,-0.10,-0.15,-0.25,
3.961,0.29,1.31,0.33,0.08,-0.05,-0.34,
3.963,0.32,1.23,0.34,0.08,-0.05,-0.34,
3.966,0.34,1.14,0.34,0.08,-0.05,-0.34,
3.966,0.34,1.14,0.34,0.21,0.15,-0.45,
3.971,0.34,1.14,0.34,0.37,0.38,-0.46,
3.971,0.35,1.08,0.33,0.37,0.38,-0.46,
3.975,0.35,1.03,0.32,0.37,0.38,-0.46,
3.975,0.35,1.03,0.32,0.31,0.73,-0.30,
3.981,0.35,1.03,0.32,0.09,1.05,0.18,
3.982,0.33,0.98,0.30,0.09,1.05,0.18,
3.986,0.33,0.98,0.30,-0.19,1.30,0.66,
3.987,0.30,0.89,0.28,-0.19,1.30,0.66,
3.991,0.26,0.75,0.26,-0.19,1.30,0.66,
3.991,0.26,0.75,0.26,-0.32,1.42,0.91,
3.995,0.22,0.61,0.24,-0.32,1.42,0.91,
3.996,0.22,0.61,0.24,-0.36,1.55,0.94,
3.999,0.18,0.47,0.24,-0.36,1.55,0.94,
4.0,0.18,0.47,0.24,-0.38,1.62,0.83,
4.004,0.18,0.47,0.24,-0.13,1.24,0.60,
4.005,0.15,0.39,0.26,-0.13,1.24,0.60,
4.009,0.15,0.39,0.26,0.28,0.65,0.42,
4.01,0.15,0.36,0.28,0.28,0.65,0.42,
4.019,0.15,0.38,0.28,0.28,0.65,0.42,
4.02,0.15,0.38,0.28,0.75,0.09,0.36,
4.02,0.15,0.38,0.28,1.12,-0.27,0.48,
4.02,0.16,0.42,0.27,1.12,-0.27,0.48,
4.025,0.19,0.47,0.25,1.12,-0.27,0.48,
4.026,0.19,0.47,0.25,1.28,-0.41,0.74,
4.037,0.19,0.47,0.25,1.28,-0.44,0.92,
4.038,0.22,0.51,0.22,1.28,-0.44,0.92,
4.038,0.22,0.51,0.22,1.19,-0.41,0.93,
4.039,0.26,0.54,0.20,1.19,-0.41,0.93,
4.039,0.30,0.57,0.18,1.19,-0.41,0.93,
4.039,0.30,0.57,0.18,0.98,-0.34,0.88,
4.044,0.30,0.57,0.18,0.72,-0.23,0.79,
4.044,0.34,0.61,0.17,0.72,-0.23,0.79,
4.049,0.34,0.61,0.17,0.40,-0.14,0.70,
4.049,0.37,0.64,0.18,0.40,-0.14,0.70,
4.054,0.37,0.64,0.18,0.13,-0.03,0.67,
4.054,0.39,0.67,0.19,0.13,-0.03,0.67,
4.059,0.41,0.68,0.22,0.13,-0.03,0.67,
4.059,0.41,0.68,0.22,-0.07,0.04,0.64,
4.063,0.41,0.68,0.22,-0.12,0.05,0.56,
4.064,0.41,0.66,0.25,-0.12,0.05,0.56,
4.067,0.40,0.64,0.29,-0.12,0.05,0.56,
4.068,0.40,0.64,0.29,-0.02,0.02,0.45,
4.072,0.39,0.60,0.32,-0.02,0.02,0.45,
4.072,0.39,0.60,0.32,0.15,-0.01,0.36,
4.077,0.39,0.60,0.32,0.28,0.04,0.30,
4.077,0.38,0.57,0.35,0.28,0.04,0.30,
4.082,0.36,0.54,0.36,0.28,0.04,0.30,
4.082,0.36,0.54,0.36,0.50,0.07,0.29,
4.087,0.36,0.54,0.36,0.72,0.14,0.36,
4.087,0.34,0.52,0.35,0.72,0.14,0.36,
4.091,0.33,0.50,0.33,0.72,0.14,0.36,
4.092,0.33,0.50,0.33,0.87,0.21,0.46,
4.097,0.31,0.49,0.31,0.87,0.21,0.46,
4.098,0.31,0.49,0.31,0.99,0.24,0.43,
4.102,0.31,0.50,0.27,0.99,0.24,0.43,
4.102,0.31,0.50,0.27,1.09,0.23,0.37,
4.106,0.31,0.53,0.23,1.09,0.23,0.37,
4.106,0.31,0.53,0.23,1.20,0.17,0.34,
4.111,0.31,0.57,0.19,1.20,0.17,0.34,
4.112,0.31,0.57,0.19,1.31,0.06,0.34,
4.135,0.31,0.61,0.15,1.31,0.06,0.34,
4.136,0.31,0.61,0.15,1.32,-0.03,0.36,
4.136,0.31,0.65,0.12,1.32,-0.03,0.36,
4.136,0.31,0.65,0.12,1.22,-0.09,0.45,
4.137,0.32,0.70,0.09,1.22,-0.09,0.45,
4.137,0.32,0.70,0.09,1.09,-0.04,0.58,
4.137,0.32,0.73,0.07,1.09,-0.04,0.58,
4.138,0.32,0.73,0.07,0.89,0.05,0.53,
4.138,0.32,0.73,0.07,0.73,0.14,0.35,
4.138,0.32,0.74,0.06,0.73,0.14,0.35,
4.146,0.30,0.76,0.06,0.73,0.14,0.35,
4.151,0.30,0.76,0.06,0.71,0.13,0.14,
4.152,0.30,0.76,0.06,1.12,-0.28,-0.10,
4.152,0.27,0.77,0.05,1.12,-0.28,-0.10,
4.152,0.27,0.77,0.05,1.10,-0.13,-0.31,
4.153,0.22,0.76,0.02,1.10,-0.13,-0.31,
4.156,0.17,0.75,-0.02,1.10,-0.13,-0.31,
4.156,0.17,0.75,-0.02,0.74,0.24,-0.57,
4.16,0.17,0.75,-0.02,0.52,0.59,-0.80,
4.16,0.12,0.75,-0.05,0.52,0.59,-0.80,
4.165,0.06,0.74,-0.07,0.52,0.59,-0.80,
4.165,0.06,0.74,-0.07,0.66,0.70,-0.84,
4.17,-0.01,0.72,-0.09,0.66,0.70,-0.84,
4.17,-0.01,0.72,-0.09,1.43,0.23,-0.80,
4.175,-0.08,0.69,-0.14,1.43,0.23,-0.80,
4.175,-0.08,0.69,-0.14,1.67,0.28,-0.99,
4.179,-0.16,0.65,-0.21,1.67,0.28,-0.99,
4.18,-0.16,0.65,-0.21,1.14,0.30,-1.33,
4.184,-0.16,0.65,-0.21,1.25,-0.06,-1.72,
4.184,-0.23,0.64,-0.26,1.25,-0.06,-1.72,
4.189,-0.23,0.64,-0.26,1.60,-0.23,-1.88,
4.189,-0.30,0.63,-0.30,1.60,-0.23,-1.88,
4.193,-0.39,0.58,-0.33,1.60,-0.23,-1.88,
4.194,-0.39,0.58,-0.33,1.61,-0.27,-1.53,
4.198,-0.48,0.47,-0.35,1.61,-0.27,-1.53,
4.199,-0.48,0.47,-0.35,1.28,-0.19,-1.28,
4.203,-0.59,0.31,-0.36,1.28,-0.19,-1.28,
4.204,-0.59,0.31,-0.36,0.80,-0.04,-1.12,
4.208,-0.70,0.13,-0.35,0.80,-0.04,-1.12,
4.208,-0.70,0.13,-0.35,0.26,0.11,-1.01,
